Job_Title,Company_name,Job_location,Company_Experience,Job_skills
Senior Executive - SME - Packaging,Swiggy,Bangalore/Bengaluru,2-3 Yrs,"['Printing', 'Graphics', 'Analytical skills', 'AutoCAD', 'Cost estimation', 'FMCG', 'Photoshop', 'Troubleshooting']"
Supplier Performance Manager -- Test Bench,Thales,Bangalore/Bengaluru,10-20 Yrs,"['Supply chain', 'Product quality', 'Manager Quality Assurance', 'Aerospace', 'Project management', 'Manufacturing engineering', 'Packaging', 'Risk management']"
Manager - QS & Billing (MEP),Phoenix Mills,Bengaluru(Rajaji Nagar),6-11 Yrs,"['Commercial Contracts', 'Ability to draft moderate to complex', 'In-depth knowledge of retail and hospitality industry', 'Billing', 'Retail', 'Commercial', 'QS', 'MEP']"
Asst. Manager - Civil,"Wonderla Holidays Limited, Resort","Bangalore Rural, Karnataka",6-10 Yrs,"['Civil Project', 'Civil Management', 'Civil Construction', 'Civil Engineering', 'Assistance', 'Construction', 'Project', 'Engineering']"
Electrician,Hungry Bird It Consulting Services,"Kalwakurthy, Telangana, Hyderabad, Telangana",2-5 Yrs,"['Process Industry', 'Electricians', 'Electrical Maintenance', 'Fault Finding', 'Panels', 'ITI Electrical', 'Electrical Wiring', 'Cabling']"
Engineer - Technology & Platform Development,Tata Communications,Bangalore/Bengaluru,0-4 Yrs,"['Rework', 'development testing', 'Debugging', 'Manager Technology', 'Deployment', 'Operations', 'Testing', 'Technology']"
Graduate Trainee Engineer - Electrical | Fresher,Hiring for - Leading FMEG Co.,"Warangal, Telangana, Hyderabad, Telangana, Nizamabad, Telangana",0-5 Yrs,"['Electrical Maintenance', 'Electrical Engineering', 'ITI Electrical', 'B.Tech.', 'Electrical Erection', 'B.E.', 'Panel Designing', 'Panel Wiring']"
Csr Officer/CDT Incharge/ Dispatcher/ Order taker/Office sales,Prism Johnson,Bengaluru,0-1 Yrs,"['issue resolution', 'Office', 'Sales', 'CSR', 'Dispatch', 'Issue', 'Resolution', 'Cdf']"
ITI Fitter(Fresher's/Experienced),Vijay Sabre,"Dadra & Nagar Haveli/ Silvassa, Dadra & Nagar Haveli",0-3 Yrs,"['ITI Fitter', 'Mechanical Maintenance', 'ITI', 'Maintenance', 'S', 'Fitness', 'Mechanical']"
Quality Production Suppervisor,Siemens,Nasik/Nashik,0-4 Yrs,"['EHS', 'HVAC', 'Automation', 'SQA', 'Sheet metal', 'Power distribution', 'Shop floor', 'Windows']"
Commissioning Engineer_Train Set,Siemens,Gurgaon/Gurugram,0-7 Yrs,"['Training', 'Automation', 'Siemens', 'HTML', 'Customer relationship', 'Data quality', 'Management', 'Troubleshooting']"
CNC Machine Operator,Siemens,Vadodara,0-8 Yrs,"['Maintenance operations', 'EHS', 'ISO', 'Analytical', 'CNC programming', 'Turbine', 'Siemens', 'CNC Machine Operator']"
Urgent Opening For Executive Production Planning,Hinduja Global Solutions (HGS),"Dadra & Nagar Haveli, Dadra & Nagar Haveli, Daman & Diu, Daman & Diu",0-3 Yrs,"['Production Planning', 'Compliance', 'Data Management', 'Production Scheduling', 'Reporting', 'Monitoring', 'Scheduling', 'Data']"
Urgent Opening For Maintenance Coordinator,Hinduja Global Solutions (HGS),"Dadra & Nagar Haveli, Dadra & Nagar Haveli, Daman & Diu, Daman & Diu",0-2 Yrs,"['Machine Maintenance', 'AMC schedule', 'Production', 'Amc', 'Machine', 'Schedule', 'Maintenance']"
Spinny Hiring 4-Wheeler Evaluators For Hyderabad||,Spinny,Hyderabad/Secunderabad,2-7 Yrs,"['Evaluation', 'Car Service', 'Inspection', 'Repair', 'Vehicle Evaluation', 'Automobile', 'Vehicle Testing', 'Final Inspection']"
Spinny Hiring 4-Wheeler Evaluators For Hyderabad||,Spinny,Hyderabad/Secunderabad,2-7 Yrs,"['Evaluation', 'Car Service', 'Inspection', 'Repair', 'Vehicle Evaluation', 'Automobile', 'Vehicle Testing', 'Final Inspection']"
Interior Site Supervisor,Reycruit,"Hyderabad/ Secunderabad, Telangana",2-4 Yrs,"['Interior Execution', 'Site Planning', 'Site Management', 'Site Execution', 'Interiors', 'Interior Finishing', 'Site Supervision', 'Interior Works']"
Manager - Design,GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,Hyderabad/Secunderabad,12-15 Yrs,"['Procurement', 'Networking', 'Corporate governance', 'Accounting', 'Analytical', 'Manager Program Management', 'Finance', 'Focus']"
Design Engineer,Kelly Outsourcing and Consulting Group India  Priv   ate Limited,"Hyderabad/ Secunderabad, Telangana",6-8 Yrs,"['Design Engineering', 'Medical Devices', 'Gd T', 'Creo', 'Plastic Design', 'Medical', 'Gd', 'Design']"
Electrical Engineer - High Voltage,KellyOCG,Hyderabad/Secunderabad,3-7 Yrs,"['High Voltage', 'Electrical Engineering', 'Electricals', 'Engineering']"
Lead Stress Engineer,Leading Client,Hyderabad/Secunderabad,3-8 Yrs,"['stress analysis', 'HyperMesh', 'Mechanical components', 'Tk', 'Nastran', 'VB', 'TCL', 'Patran']"
Simulation Engineer,Leading Client,Hyderabad/Secunderabad,2-7 Yrs,"['Structural analysis', 'NASTRAN', 'HyperMesh', 'Abaqus', 'FEA', 'Ansys', 'Finite Element Analysis', 'Workbench']"
Lead Stress Engineer,Leading Client,Hyderabad/Secunderabad,6-10 Yrs,"['stress analysis', '3D', '2D', 'Project Management', 'CAD', 'VB', 'TCL', 'MATLAB']"
Lead Aero Structures Design Engineer,Leading Client,Hyderabad/Secunderabad,6-10 Yrs,"['Design Engineering', 'Catia V5', '3D', '2D', 'RLM', 'structural design', 'Aerostructures', 'Engineering']"
Electrical Schematics / Wiring Engineer,Leading Client,Hyderabad/Secunderabad,4-7 Yrs,"['Electrical Engineering', 'Design', 'Power Systems', 'System Requirements', 'Conceptual Designs', 'Electrical Designs', 'Engineering', 'Electrical design']"
Packaging Engineer,Leading Client,Hyderabad/Secunderabad,8-13 Yrs,"['Packaging design', 'Product quality', 'Illustrator', 'Quality testing', 'product development', 'Mechanical engineering', 'Logistics', 'Development']"
Head - Structural Design & Analysis,Anisotropic,Hyderabad/Secunderabad,10-20 Yrs,"['Structural Design', 'Structural Engineering', 'ABAQUS', 'Production', 'product development', 'Structural analysis', 'Heading', 'Analysis']"
E-Book production Assistant,Peertechz,Hyderabad/Secunderabad,1-2 Yrs,"['Health insurance', 'Content management', 'Interpersonal skills', 'Publishing', 'Time management', 'Social media', 'IT enabled', 'Database']"
Projects & Engineering HVAC Professional,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,3-9 Yrs,"['Fabrication', 'QA', 'HVAC', 'Indenting', 'HoD', 'Electricals', 'Quality assurance', 'Project']"
Projects & Engineering Process Engineering,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,2-8 Yrs,"['Process engineering', 'Head Engineering', 'Maintenance Incharge', 'Maintenance engineering', 'Monitoring', 'Preventive maintenance', 'Process equipment', 'Electricals']"
Projects & Engineering PCC & Utility,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,3-8 Yrs,"['QA', 'PCC', 'PMP', 'Purchase requisition', 'URS', 'Vendor', 'HoD', 'Operations']"
Production Washing Supervisor,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,2-7 Yrs,"['QA', 'Training', 'Supervisor', 'Warehouse', 'qaqc', 'Packaging', 'Inspection', 'HR']"
Production Washing Operator,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,2-6 Yrs,"['QA', 'Training', 'Warehouse', 'qaqc', 'Packaging', 'Inspection', 'HR', 'HoD']"
Production Packing Supervisor,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,2-6 Yrs,"['Batch manufacturing', 'Training', 'QMS', 'Packaging', 'Inspection', 'Gap analysis', 'Risk management', 'Risk analysis']"
Production Filling Operator,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,1-4 Yrs,"['QA', 'Training', 'Warehouse', 'qaqc', 'HR', 'SIP', 'Environmental monitoring', 'HoD']"
Production Filling Operator,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,1-4 Yrs,"['QA', 'Training', 'Warehouse', 'qaqc', 'HR', 'SIP', 'Environmental monitoring', 'HoD']"
Production Autoclave Operator,AMNEAL PHARMACEUTICALS COMPANY (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,1-5 Yrs,"['QA', 'Training', 'Accessories', 'Warehouse', 'qaqc', 'HR', 'HoD', 'Monitoring']"
Pipe Stress Engineers,Kaveesha Engineers,Hyderabad/Secunderabad(Kukatpally),5-10 Yrs,"['Piping Stress Analysis', 'Piping engineering', 'Analysis', 'Stress analysis', 'Piping']"
Piping Engineer,Kaveesha Engineers,Remote,4-8 Yrs,"['Smart Plant 3D PDMS/E3D AutoCAD CAESAR II', 'AutoCAD', 'Caesar II', 'PDMS', 'Smart plant 3D', 'Caesar', 'E3d', 'Piping']"
Manager (QS/Billing),Shapoorji Pallonji Group,"Hyderabad/ Secunderabad, Telangana, odisha",12-17 Yrs,"['client billing', 'qs', 'Sub Contractor Billing', 'Rate Analysis', 'Quantity Estimation', 'Quantity Surveying', 'Contracts', 'Quantity']"
Sr. Engineer - Signalling,Arcadis Consulting India Pvt. Ltd,Hyderabad/Secunderabad,5-8 Yrs,"['Communication protocols', 'Software design', 'Usage', 'AutoCAD', 'Project management', 'Analytical', 'System design', 'Microstation']"
Manager - Terminal Operations - Rail & Inland Terminals,DP World,Hyderabad/Secunderabad,6-10 Yrs,"['Supervisor', 'Quality improvement', 'Safety training', 'Relationship', 'Operation Staff', 'Manager Quality Control', 'Management', 'Operations']"
ITI Fitter - Fresher,CENTRE FOR RECRUITMENT AND SELECTION PVT LIMITED,Hyderabad/Secunderabad,0-2 Yrs,"['Fitter', 'ITI', 'Welding', 'Technician', 'Bottling', 'Petroleum', 'Oil', 'Mechanical']"
Sales Executive,Roots Multiclean Ltd,"Pune, Maharashtra, Bangalore Rural, Karnataka, Jammu, Jammu & Kashmir",2-5 Yrs,"['Lead Generation', 'Field Sales', 'Cold Calling', 'Sales', 'Field', 'Cold', 'Generation', 'Calling']"
Lead Engineer- Piping & Layout design,THERMAX,Pune,7-12 Yrs,"['Piping Design', 'piping', 'layout design', 'Epc Project', 'Piping layout', 'Piping engineering', 'Design', 'Project']"
Mechanical Technician,Sodexo,Pune(Sanaswadi),1-4 Yrs,"['Pneumatic System', 'Utility Maintenance', 'Plant Maintenance', 'Hydraulics', 'Pneumatics', 'Plant', 'System', 'Maintenance']"
Diploma Electronics Engineer,Reputed Group,"Pune, Maharashtra(Sector No-7 Bhosari)",1-3 Yrs,"['Electronics', 'Assembly', 'Electronic Components', 'Iti Electronics', 'SMT', 'SMD', 'soldering', 'Repair']"
MANUFACTURING ENGINEER I,TE Connectivity,Pune,1-3 Yrs,"['mechanical maintenance', 'predictive maintenance', 'EOL testing', 'production engineering', 'manufacturing engineering', 'Predictive', 'Software testing', 'Manufacturing']"
Team Leader - NPD - OIS,Atlas Copco,Pune,9-12 Yrs,"['Fabrication', 'PLM', 'Automation', 'Electrical design', 'Costing', 'SAP', 'Sheet metal', 'CAD']"
Design / Sr. Design Engineer - CPC Pump,Atlas Copco,Pune,2-7 Yrs,"['Excel', 'Renewable energy', 'Structural fabrication', 'AutoCAD', 'Pressure vessels', 'Pumps', 'ASTM', 'CAD']"
STET - QPE/CoNQ Engineer,Philips,Pune,7-8 Yrs,"['Procurement', 'Process engineering', 'Aerospace', 'Diversity and Inclusion', 'Healthcare', 'PPAP', 'Cost analysis', 'Automotive']"
Team Leader - NPD - OIS,Atlas Copco,Pune,9-12 Yrs,"['Fabrication', 'PLM', 'Automation', 'Electrical design', 'Costing', 'SAP', 'Sheet metal', 'CAD']"
Hiring Interiors Development Engineer_Plastics_BIW,Capgemini,"Pune, Maharashtra",4-8 Yrs,"['Biw', 'Plastic Injection Molding', 'Interiors', 'Injection Moulding', 'CATIA', 'PLM', 'Fmvss', 'Trims']"
SMT  Maintenance Technician,HARMAN,"Pune, Maharashtra",2-3 Yrs,"['THT', 'Electronic Components', 'SMT', 'SMD', 'Maintenance', 'PCB', 'Components', 'Electronics']"
Hiring For Operations and Maintenance,HARMAN,"Pune, Maharashtra",3-6 Yrs,"['Operations and Maintenance', 'HT & LT Systems', 'Facilities management', 'C license  Supervisor License Issued by Electricity board', 'MTBF', 'MTTR', 'HVAC', 'UPS systems']"
Design Engineer/Sr. Design Engineer at Interiors and Plastics Division,Tata AutoComp,"Pune, Maharashtra",3-6 Yrs,"['Catia V5', 'Knowledge of plastic Auto components', 'Knowledge of manufacturing process for Plastic parts', 'Manufacturing', 'Components', 'Automobile components', 'Plastic', 'Interiors']"
R&D/Product Development Engineer I,TE Connectivity,Pune,2-4 Yrs,"['automotive plastic components development', '2D drawing', 'AutoCAD', 'manufacturing processes', 'IATF 16949', '3D CAD models', 'TS 16949', 'Injection molding']"
Harman Hiring For Matlab Developers For Pune Location,HARMAN,"Pune, Maharashtra",2-5 Yrs,"['Capl Scripting', 'Simulink', 'MATLAB', 'Hil Testing', 'Python', 'Automation', 'Stateflow', 'Mil Testing']"
Analytical Engineer /Sr. Eng - Pune,A leading MNC in industrial automation,"Pune, Maharashtra",5-10 Yrs,"['Gas Chromatography', 'Gas Analyzer', 'Chromatography', 'Analytical', 'SR', 'Analyzer', 'Analytics', 'Gas']"
Sr. Engineer - Mechanical - Pune,A leading MNC in industrial automation,"Pune, Maharashtra",5-10 Yrs,"['Piping Design', 'oil and gas', 'Mechanical', 'Piping', 'Engineering', 'Design', 'Gas', 'Oil']"
Eng/ Sr. Eng - Software Metrology,A leading MNC in industrial automation,"Pune, Maharashtra",5-10 Yrs,"['design engineer', 'Skid', 'Design Engineering', 'Metering', 'Design', 'Engineering', 'SR', 'Software']"
Sr. Engineer - E & I - Pune,One of the leading MNC in industrial automation,"Pune, Maharashtra",5-10 Yrs,"['instrumentation design', 'Instruments', 'Instrumentation', 'Design', 'SR', 'Engineering', 'E']"
Graduate Project Controller - Fresher MTech Construction Management,Stantec,"Pune, Maharashtra",0-0 Yrs,"['Construction Management', 'Cost Engineering', 'Project Control', 'Scheduling', 'Primavera', 'Project management', 'Project', 'Management']"
Civil and Structural Design Engineer For Transmission Line,Kalpataru Projects International Ltd.,"Noida, Uttar Pradesh, Bangalore Rural, Karnataka, Mumbai (All Areas)",5-10 Yrs,"['foundation', 'design', 'Pls Cadd', 'structural design', 'Staad', 'ETABS', 'OHL', 'RCC']"
Structural Engineer,Atkinsréalis,Mumbai,8-10 Yrs,"['Procurement', 'Civil', 'AutoCAD', 'Plant engineering', 'Project management', 'Staad Pro', 'HSE', 'Asce']"
Structural Engineer,Atkinsréalis,Mumbai,5-7 Yrs,"['Procurement', 'Civil', 'AutoCAD', 'Plant engineering', 'Project management', 'Staad Pro', 'HSE', 'Asce']"
Senior Group Engineer - Piping,Atkinsréalis,Mumbai,3-7 Yrs,"['Electrical engineering', 'Piping layout', 'Piping stress analysis', 'Construction', 'Team management', 'Plant engineering', 'Project documentation', 'Tool design']"
Mechanical Engineer - Lead (M&M),Atkinsréalis,Mumbai,5-8 Yrs,"['Bidding', 'AutoCAD', 'Time management', 'Design calculations', 'Proposal engineering', 'Engineering projects', 'Detail engineering', 'Mechanical design']"
Lead Process Engineer,Atkinsréalis,Mumbai,5-7 Yrs,"['Process design', 'Mining', 'Automation', 'AutoCAD', 'HAZOP', 'Process safety', 'PID', 'Engineering Design']"
Junior Structural Engineer,Atkinsréalis,Mumbai,2-5 Yrs,"['Procurement', 'Civil', 'AutoCAD', 'Plant engineering', 'Project management', 'Staad Pro', 'HSE', 'Asce']"
Instrumentation & Automation Engineer,Atkinsréalis,Mumbai,6-8 Yrs,"['Procurement', 'Automation', 'AutoCAD', 'HAZOP', 'System design', 'Engineering Design', 'Visio', 'MS Office']"
HVAC Lead,Atkinsréalis,Mumbai,8-10 Yrs,"['HVAC', 'Staff development', 'Report writing', 'Management Staff', 'Mechanical', 'Personnel management', 'Ventilation', 'Mechanical design']"
Electrical Engineer,Atkinsréalis,Mumbai,6-12 Yrs,"['Electrical engineering', 'Analytical', 'Cable schedule', 'Consulting', 'Conceptualization', 'Engineering Design', 'Metallurgy', 'NEC']"
Assistant Engineer - Senior Engineer (Protection & Control),Atkinsréalis,Mumbai,5-12 Yrs,"['GIS', 'Electrical engineering', 'Substation', 'Single line diagram', 'Transmission', 'Conceptualization', 'Consultancy', 'Engineering Design']"
Assistant Engineer - Senior Engineer - HV Plant Substation,Atkinsréalis,Mumbai,5-12 Yrs,"['GIS', 'Electrical engineering', 'Engineering consultancy', 'Substation', 'Report writing', 'Equipment layout', 'Consultancy', 'Engineering Design']"
Assistant Engineer - Electrical,Atkinsréalis,Mumbai,2-4 Yrs,"['Electrical engineering', 'Power system', 'Cable schedule', 'Proposal preparation', 'Engineering Design', 'Metallurgy', 'RFP', 'Bid evaluation']"
Assistant Engineer,Atkinsréalis,Mumbai,4-6 Yrs,"['Fabrication', 'Tekla', 'Abaqus', 'C++', 'SAP', 'Staad', 'Ansys', 'thermal']"
Associate Lead Electrical (Transmission),Adani Group,"Navi Mumbai, Maharashtra",8-11 Yrs,"['Project Execution', 'Transmission Line', 'Electrical Engineering', 'Site Execution', 'Line', 'Site', 'Electricals', 'Transmission']"
Associate Lead Civil (Transmission),Adani Group,"Navi Mumbai, Maharashtra",8-11 Yrs,"['Project Execution', 'Civil Engineering', 'Transmission Lines', 'Site Execution', 'Line', 'Transmission', 'Site', 'Execution']"
Control and Instrumentation (C&I) Engineer,Atkinsréalis,Mumbai,3-7 Yrs,"['System architecture', 'Automation', 'Purchase requisition', 'AutoCAD', 'Power distribution', 'Packaging', 'Valves', 'System design']"
Electrical Engineer,Siemens,Mumbai,4-6 Yrs,"['EHS', 'Usage', 'PLC', 'Network troubleshooting', 'EOT cranes', 'Inventory control', 'Electrical maintenance', 'Management']"
Formwork Manager - Railway Project - Mumbai,Tata Projects,"Navi Mumbai, Maharashtra",10-17 Yrs,"['Formwork', 'Scaffolding', 'Mivan', 'Shuttering', 'Aluminium', 'Management', 'Railway Projects', 'Railways']"
Producer,Viacom 18 Media,Mumbai,0-4 Yrs,"['Graphics', 'SIDE', 'Networking', 'Broadcasting', 'Programming', 'Packaging', 'Merchandising', 'Production']"
Associate Producer,Viacom 18 Media,Mumbai,0-3 Yrs,"['Graphics', 'SIDE', 'Networking', 'Broadcasting', 'Programming', 'Packaging', 'Merchandising', 'Program']"
Site Engineer,PP Reddy Retirement Homes,,,"['Civil Engineering', 'Site Engineering', 'Construction Management', 'Civil Project Management', 'Site Supervision', 'Building Construction', 'Construction Engineering', 'Site Planning']"
Architect,Aarvee Associates,"Hyderabad, Telangana",5-8 Yrs,"['AutoCAD', 'REVIT', 'Sketchup', 'Lumion', 'REVIT Architecture', 'Bim', 'Architectural Design', 'Architecture']"
Civil Engineer,Devi Associates,Remote,5-6 Yrs,"['Boq', 'Site Supervision', 'Quality Check', 'Quantity Estimation', 'preparation of Details Estimates', 'inspection of shuttering & Reinforcement', 'Water Pipe line Experience preferable', 'Civil']"
Hvac Technician Require To Work in Dubai UAE For Airport Project,DUBAI FACILITY MANAGEMENT SERVICES,"Vijayawada, Andhra Pradesh, Hyderabad, Nellore, Andhra Pradesh",2-7 Yrs,"['HVAC TECHNICIAN', 'Airport', 'Project', 'HVAC', 'Uae']"
Supervisor Officer,Reycruit,"Hyderabad, Telangana",4-8 Yrs,"['Sheet Metal', 'Tig Welding', 'Welding', 'MIG Welding', 'Kitchen Equipments', 'Home Appliances', 'TIG', 'Equipment']"
"Farm supervisor - Polutry Farm - SP KOvil ,chengalpet  Salary 25-30 K",Omkar Staffing Solutions,"Hyderabad, Chennai",3-8 Yrs,"['Sales', 'Breeding', 'Poultry', 'Farm Management', 'Farming', 'Management', 'Sp', 'Supervision']"
Factory Manager,Authentic Human Resources Services,"Hosur, Tamil Nadu, Hyderabad, Baddi, Himachal Pradesh",15-22 Yrs,"['Plant Management', 'Factory Management', 'Factory Administration', 'Factory Operations', 'Manufacturing Operations', 'Manufacturing Management', 'Plant', 'Factory']"
Industrial Electrician Job Openings in Saudi Arabia,ART Technologies,"Hyderabad, Telangana, Chennai, Tamil Nadu, Saudi Arabia",2-5 Yrs,"['Electricians', 'Electrician Activities', 'Wiring', 'Power Control', 'ITI Electrical', 'Transformers', 'Electrical Works', 'Panel Wiring']"
Molding Machine Operator Job Openings in Saudi Arabia,ART Technologies,"Hyderabad, Telangana, Chennai, Tamil Nadu, Saudi Arabia",2-5 Yrs,"['Machine Operating', 'Injection Moulding', 'Blow Moulding', 'Plastic Injection Molding', 'Plastic Molding', 'Injection Moulding Machine', 'Operating', 'Machine Setting']"
Senior Service Engineer - Hotline,Biesse,Bangalore/Bengaluru,6-10 Yrs,"['ERP', 'wood processing machines', 'data management', 'Management', 'Machine', 'Service engineering', 'Processing', 'Process']"
Reliability Design Engineer,Intel,Bangalore/Bengaluru,5-9 Yrs,"['Design engineering', 'Supply chain', 'Simulation', 'Chip design', 'SOC', 'Mixed signal', 'RTL coding', 'Packaging']"
DFx Design Engineer,Intel,Bangalore/Bengaluru,5-10 Yrs,"['RTL design', 'sta', 'c++', 'c', 'dft', 'vlsi', 'system verilog', 'design engineering']"
Planning Manager,Sumadhura Infracon,"Hyderabad, Telangana",8-10 Yrs,"['MS Project', 'Scheduling', 'Planning', 'Management', 'Project', 'Planning Management', 'Microsoft']"
Manager QS & Budget,Sumadhura Infracon,"Hyderabad, Telangana",7-10 Yrs,"['Boq Preparation', 'Rate Analysis', 'Cost Control', 'QS', 'Analysis', 'Cost', 'Budgeting', 'Management']"
Design Engineer,KEP Engineering Services,"Hyderabad, Telangana(Kallakal)",1-3 Yrs,"['Equipment Modeling', 'Structure Design', 'Piping Isometrics', '3D Modeling', 'Fabrication Drawing', 'Piping Design', 'Equipment Sizing', 'PID']"
Team Leader- Engineering & Projects- API,Glochem Industries,"Hyderabad, Telangana",8-10 Yrs,"['Maintenance Engineering', 'Plant Maintenance', 'Mechanical Engineering', 'Engineering', 'HVAC', 'Water System', 'Utility Maintenance', 'AutoCAD']"
Junior Engineer - QS & Planning,Anuhar Homes,"Hyderabad, Telangana",2-4 Yrs,"['Quantity Surveying', 'High Rise Building', 'Real Estate Construction', 'Residential', 'Estimation', 'MEP', 'Planning', 'Cost Estimation']"
Billing Engineer,S A INFRA PROJECTS (INDIA) PVT LTD,"Vijayawada, Andhra Pradesh, Hyderabad, Sircilla, Telangana",3-8 Yrs,"['Billing', 'Cost Estimation', 'Quantity Surveying', 'quantity calculation', 'QS', 'Quality Check', 'Quantity Estimation', 'Quality Control']"
Electrical Validation Engineer,Intel,Bangalore/Bengaluru,10-12 Yrs,"['Electrical Validation', 'C++', 'DFT', 'RF', 'USB', 'Analog', 'PCIE', 'SATA']"
Engineer ( Projects and O&M ),Bhagyanagar Gas Ltd,"Vijayawada, Andhra Pradesh, Hyderabad, Telangana, Kakinada, Andhra Pradesh",1-3 Yrs,"['Manpower Planning', 'Preventive Maintenance', 'Projects and O&M', 'Mechanical Maintenance', 'Plant Management', 'Plant Operations', 'Factory Management', 'Workshop Management']"
Deputy Manager ( Projects and O&M ),Bhagyanagar Gas Ltd,"Vijayawada, Andhra Pradesh, Hyderabad, Telangana, Kakinada, Andhra Pradesh",7-10 Yrs,"['CGD', 'Plant Maintenance', 'Projects and O&M', 'Mechanical Maintenance', 'chemical', 'Electrical Maintenance', 'HVAC Equipments', 'Breakdown Maintenance']"
Assistant Manager ( Instrumentation ),Bhagyanagar Gas Ltd,"Vijayawada, Andhra Pradesh, Hyderabad, Telangana, Kakinada, Andhra Pradesh",4-8 Yrs,"['PNG installation', 'Gas meters', 'Industrial Automation', 'RPD', 'Instrumentation', 'PLC', 'Ultrasonic metes', 'Instrumentation Engineering']"
Analyst,Golden Opportunities Pvt Ltd,"Hyderabad, Telangana",2-4 Yrs,"['GIS', 'ArcGIS', 'Google earth', 'Data Modeling', 'Modeling', 'GI', 'Data', 'Google']"
RTU Test Engineer,Utthunga Technologies,Bengaluru,4-6 Yrs,"['dnp3', 'software testing', 'plc', 'communication protocols', 'ip', 'communication protocol', 'rs485', 'opc ua']"
Engineer - QS,Prestige Group,"Hyderabad, Telangana",2-7 Yrs,"['QS', 'SAP', 'Rate Analysis', 'MIS Reporting', 'Bills', 'Estimation', 'Cost Estimation', 'Quantity Estimation']"
Site Civil Engineer Mall Developers - (Commercial) Hyderabad - 32 Yrs.,Leading Retail Mall & Real Estate Developers in Hyderabad,"Hyderabad, Telangana(Kukatpally)",5-9 Yrs,"['commercial', 'Civil Construction', 'Site Engineering', 'Mall', 'Civil Site Engineering', 'Construction Site', 'Boq', 'Civil Project Management']"
Site Execution Engineer,Houzer,"Hyderabad, Telangana(Kukatpally)",2-5 Yrs,"['Sub Contractor Billing', 'Bar Bending Schedule', 'Manpower Management', 'Project Execution', 'Quantity Estimation', 'Site Supervision', 'Site Execution', 'Report Preparation']"
Senior Civil Site Engineer,Modi Builders,Hyderabad,3-8 Yrs,"['Site Execution', 'Construction', 'Civil Construction', 'Site Supervision', 'Civil Engineering', 'Building Construction', 'Construction Engineering', 'Site Engineering']"
Senior Quantity Surveyor and Project Coordinator,DPR Infra Projects,"Hyderabad, Telangana(Nagole +2)",5-10 Yrs,"['Quantity Surveying', 'Sub Contractor Billing', 'Boq Preparation', 'Bar Bending Schedule', 'Rate Analysis', 'Billing', 'Project Tracking', 'Cost Estimation']"
AMS Circuit Design Engineer,Intel,Bangalore/Bengaluru,4-8 Yrs,"['Circuit Designing', 'layout design', 'tool design', 'design development', 'analog design', 'digital design', 'design engineering', 'silicon validation']"
Plant Maintenance Delivery Head,PiLog,Hyderabad(Gachibowli),6-11 Yrs,"['Performance Metrics', 'Plant Maintenance', 'Predictive Maintenance', 'Plant Operations', 'Controlling', 'Strategic Planning', 'OEE', 'Data Quality']"
Deputy Manger - Electrical,Kaveesha Engineers,"Hyderabad, Telangana",8-10 Yrs,"['AutoCAD', 'Microstation', 'MS Office', 'Dialux', 'ETAP', 'Microsoft', 'Electricals', 'Office']"
Senior Engineer- Instrumentation,Kaveesha Engineers,"Hyderabad, Telangana",5-8 Yrs,"['AutoCAD', 'Microstation', 'MS Office', 'SPI', 'Senior', 'Instruments', 'Instrumentation', 'Microsoft']"
Deputy Manager - Instrumentation,Kaveesha Engineers,"Hyderabad, Telangana",8-10 Yrs,"['AutoCAD', 'Microstation', 'MS Office', 'SPI', 'Microsoft', 'Management', 'Office', 'Instruments']"
Electrical Engineer - SPEL,Kaveesha Engineers,"Hyderabad, Telangana",5-10 Yrs,"['Spel', 'AutoCAD', 'Microstation', 'MS Office', 'Microsoft', 'Electrical engineering', 'Electricals', 'Office']"
Assistant Manager -Repair & Maintenance,Maxivision Eye Hospital,"Hyderabad, Telangana",5-8 Yrs,"['Electrical Maintenance', 'Maintenance Engineering', 'Mechanical Maintenance', 'Repair', 'Management', 'Electricals', 'Engineering', 'Maintenance']"
Bim Engineer,Alliance Group,Hyderabad,3-8 Yrs,"['BIM Engineer', 'Bim Modeler', 'MEP', 'REVIT', 'Modeler', 'Modeling', 'Bim']"
R&M Technician,more retail (MRPL),"Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru",1-4 Yrs,"['Fabrication', 'Electrical engineering', 'Retail', 'QSR', 'MEP', 'Maintenance Manager', 'Operations', 'Cost']"
