Job_Title,Company_name,Job_location,Company_Experience,Job_skills
Dean - Faculty of Liberal Education,Flame University,Bengaluru,15-17 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'mentoring', 'education']"
Special Education- Associate Professor,Amity University,Noida,8-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'special education']"
Physical Education & Sports Sciences- Associate Professor,Amity University,Noida,8-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'physical education']"
Education- Associate Professor,Amity University,Noida,8-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Special Education- Professor,Amity University,Noida,10-12 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'special education']"
Physical Education & Sports Sciences- Professor,Amity University,Noida,10-12 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'physical education']"
Education- Professor,Amity University,Noida,10-12 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Online Education Counselor - Chandigarh,Indo European Educational Services,"Chandigarh, Chandigarh",0-3 Yrs,"['Customer Support', 'Outbound Sales', 'Telecalling', 'Domestic Calling', 'Education', 'Online Tutoring', 'Sales', 'Outbound']"
Technical Education Counselor,Scholarlogic,"Bangalore Rural, Karnataka",2-4 Yrs,"['Technical Education Counselor', 'Admission Counselling', 'Student Counseling', 'Educational Sales', 'Education Counseling', 'Education Industry', 'Career Counselling', 'Counselling']"
Education Counsellor,Hiring for one of the fastest EdTech brand,"Bengaluru, Karnataka",1-6 Yrs,"['Edtech', 'Student Counseling', 'Admission Counselling', 'Educational Sales', 'Communication Skills', 'B2C', 'Sales', 'Edutech']"
Urgent Hiring education counsellor,Synergy Plus Business Consulting Group,"Gurugram, Haryana",2-7 Yrs,"['Overseas Marketing', 'Education Counseling', 'Overseas Education', 'Student Counseling', 'Overseas education counsellor', 'Visa Counselling', 'Counselling', 'Institutional Business Development']"
Admission  Counsellor - Higher education,Consult Shekhar Pandey,"Neemrana, Delhi / NCR(Vasant Vihar)",3-6 Yrs,"['counselling', 'counselor', 'Telecalling', 'Inside Sales', 'sales process', 'negotiation skills', 'Education', 'Admission counselling']"
Education Counsellor,Hiring for one of the fastest EdTech brand,"Noida, Uttar Pradesh, Bengaluru, Karnataka",1-6 Yrs,"['Edtech', 'Admission Counselling', 'Pressure Handling', 'Adaptability', 'Inside Sales', 'Career Counselling', 'Student Counseling', 'Critical Thinking']"
Education Counsellor,Adler Talent Solutions Pvt Ltd,Pune,4-5 Yrs,"['Education Counsellor', 'Education', 'Education counseling', 'Counselling']"
Overseas Education Counsellor,CONNECTING 2 WORK,Trivandrum/Thiruvananthapuram,2-5 Yrs,"['Malayalam', 'Student counseling', 'Relationship', 'Education Counsellor', 'Overseas education', 'Student Counsellor', 'Education', 'Education counseling']"
"Job Opportunity- Admission Counsellor at Andheri, mumbai",Education industry,,,"['Admission Counselling', 'Student Counseling', 'Education Counseling', 'Career Counselling', 'Overseas Education', 'Education', 'Counselling', 'Admissions']"
"Academic Counsellor, Education Counsellor",Exucia Infotech,Pune,0-5 Yrs,"['Inbound Process', 'Bpo Customer Service', 'Voice Support', 'Bpo Voice', 'Customer Care', 'BPO', 'Inbound Sales', 'Telesales']"
Urgent Hiring For Education Counselor Profile- Mumbai Sal Upto 7 Lpa,One of The Leading Client,Mumbai (All Areas)(Lower Parel),2-6 Yrs,"['Educational Sales', 'Cross Selling', 'Inside Sales', 'Institutional Sales', 'Education Counseling', 'Revenue Generation', 'Counselling', 'Educational Marketing']"
Overseas Education Counselor,Vishal Consultants,"Indore, Madhya Pradesh",2-7 Yrs,"['Admission Counselling', 'Overseas Marketing', 'Counselling', 'Student Counseling', 'Educational Marketing', 'Educational Sales', 'Admissions', 'Institutional Sales']"
"Hiring Now - Education Counsellor, Good Pay (Freshers Can Apply)",Lemma One Consulting Pvt Ltd.,"Vijayawada, Andhra Pradesh, Guntur, Andhra Pradesh, Hyderabad, Telangana",0-5 Yrs,"['Admission Counselling', 'Education Counseling', 'Overseas Education', 'Student Counseling', 'Visa Counselling', 'Counselling', 'Education', 'Admissions']"
Coach & Consultant (Education),Live Life Education,Chennai,3-6 Yrs,"['Training', 'Interpersonal skills', 'Time management', 'Educator', 'Education', 'Management', 'Interpersonal Skill', 'Time']"
Math Curriculum Designer,Education,Remote,2-7 Yrs,"['Web technologies', 'Instructional design', 'Analytical', 'Curriculum development', 'Programming', 'Mathematics', 'Research', 'Management']"
Urgent Vacancy For Physical Education Teacher@ GJS North Bangalore,Gnana Jyothi School,Bangalore/Bengaluru(Bagalur +5),1-5 Yrs,"['eductaion', 'Social', 'teacher', 'trainer', 'teaching', 'Social Science', 'faculty', 'Education']"
Teacher,Pearson School Kompally ( A Unit Of Psr Education Trust),"Hyderabad, Telangana(Keesaragutta +2)",0-5 Yrs,"['Teaching', 'Communication Skills', 'Education']"
School Counselor,Education Industry,"Faridabad, Delhi / NCR",2-3 Yrs,"['Counseling', 'School Counselor', 'Counselor', 'Student Counselor', 'Student counseling', 'Counselling']"
Education Trainer,SPZ Solutions,"Lucknow, Uttar Pradesh",0-1 Yrs,"['Training', 'Technical Skills', 'Conduct comprehensive training sessions for new Chegg freelancers', 'Mentoring', 'Training Delivery', 'Teaching', 'Education', 'Technical']"
Wanted LADY Physical Education teacher For a CBSE school - Sharjah,Leading CBSE School - UAE,UAE,2-3 Yrs,"['Cricket', 'Athletics', 'VOLLEY BALL', 'Physical Education', 'Sports', 'Badminton', 'Physical Training', 'PET TEACHER']"
Special Education Teacher,EducoHire,"Pune, Maharashtra(Mahalunge +1)",1-2 Yrs,"['Psychology', 'Special education', 'Teaching', 'Education']"
Admission Manager,Mdn Edify Education,"Hyderabad, Telangana(Kompally +23)",3-6 Yrs,"['Admission Counselling', 'manager', 'Education Counseling', 'admission manager', 'Admissions', 'Institutional Sales', 'Career Counselling', 'Counselling']"
Admissions Manager,Education Industry,"Rohtak, Delhi / NCR",5-8 Yrs,"['Admissions Management', 'Schools Admission', 'Management Information System', 'client service', 'System', 'Information System', 'Client', 'Management']"
Student Counsellor - Education Sector,Core Connect Hr Consultants,"Hyderabad, Telangana, Chennai, Tamil Nadu, Tiruchirapalli, Tamil Nadu",1-6 Yrs,"['student counselor', 'Student Counseling', 'Admission Counselling', 'Education Counseling', 'Career Counselling', 'Career development', 'Admissions', 'Education']"
Inside Sales | DAY Shift | DataTrained Education - Noida,Datatrained Education Pvt. Ltd.,,,"['B2C Sales', 'Inside Sales', 'Third Party Collections', 'Sales', 'International BPO', 'US Sales', '3Rd Party Collection', 'Retention']"
Hiring Inside Sales Executive | DataTrained Education  | Noida,Datatrained Education Pvt. Ltd.,,,"['Sales', 'B2C', 'B2C Sales', 'Inside Sales', 'US Sales', 'Third Party Collections', 'US Process', 'International Sales']"
Hiring Inside Sales Executive | DataTrained Education | Noida,Datatrained Education Pvt. Ltd.,,,"['sales process', 'inside sales', 'Collections Process', 'B2C Sales', 'US Sales', '3Rd Party Collection', 'Third Party Collections', 'Hard Core Sales']"
Urgent Hiring-Freshers | Inside Sales | DataTrained Education - Noida,Data Trained Education Pvt. Ltd.,,,"['inside sales', 'Customer Service', 'Sales', 'Digital Marketing', 'Collections', 'Fresher Job', 'B2C Sales', 'key account management']"
Walk-In For Inside Sales | Fixed Day Shift - Data Trained Education,Datatrained Education Pvt. Ltd.,,,"['International Sales', 'Educational Sales', 'Sales', 'Collections', 'Cross Selling', 'B2C Sales', 'US Shift', 'US Sales']"
Hiring For Inside Sales Process | DataTrained Education | Noida,Datatrained Education Pvt. Ltd.,,,"['US Shift', 'night shift', 'day shift', 'Ecommerce Marketing', 'international bpo', 'US Sales', 'Digital Marketing', '3Rd Party Collection']"
Urgent Hiring For Inside Sales | Day Shift | DataTrained Education,Datatrained Education Pvt. Ltd.,,,"['Customer Service', 'Customer Support', 'Collections Process', 'Mba Fresher', 'Collections', 'BPO', 'voice process', 'Fresher Job']"
Hiring For International Sales (UK) | DataTrained Education | Noida,Datatrained Education Pvt. Ltd.,,,"['International Sales', '3Rd Party Collection', 'Third Party Collections', 'UK Process', 'Sales Process', 'Australian Process', 'Travel Sales', 'Uk']"
Education Counsellor - Inhouse Sales,Excel Hr Solutions,"Ahmedabad, Gujarat, Surat, Gujarat, Vadodara, Gujarat",1-5 Yrs,"['Inside Sales', 'Business Development', 'Education Counseling', 'Admission Counselling', 'Student Counseling', 'Educational Sales', 'Sales', 'Lead Generation']"
Education Counsellor/Tele sales,Frankfinn,"Gurgaon/ Gurugram, Haryana(Udyog Vihar Industrial Area Phase VI)",1-2 Yrs,"['Education Counseling', 'Admission Counselling', 'Student Counseling', 'Telesales', 'Excellent Communication In English', 'Telecalling', 'Career Counselling', 'Counselling']"
"Opening For Tele counsellor, Education Sales, Education Counselling",Vishal Consultants,"surat, janakpuri",1-5 Yrs,"['Counselling', 'Admission Counselling', 'Student Counseling', 'Educational Marketing', 'Admissions', 'Education Counseling', 'Education', 'Educational sales']"
Associate Professor - Artificial Intelligence & Data Science,Education / Training,"Ahmednagar, Kopergaon",3-5 Yrs,"['Artificial Intelligence', 'Data Science', 'Proposal writing', 'Academic Research', 'Associate Professor']"
Associate Professor - Artificial Intelligence & Machine Learning,Education / Training,Kopargaon,3-5 Yrs,"['Artificial Intelligence', 'Machine Learning']"
Vice Principal / Head Master - Leading Education Group,Consult Shekhar Pandey,"Kota, Kangra, Delhi / NCR",10-15 Yrs,"['principal', 'vice principal', 'School Management', 'teaching', 'Educational Administration', 'administrator', 'Academics', 'Teacher Training']"
Physical Education Teacher,RFS,Navi Mumbai,1-3 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'physical education']"
Physical Education- TGT,RFS,Navi Mumbai,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'counselling', 'physical education']"
Admission Tele Caller- Urgent Hiring,Education Frontier,"Dehradun, Uttarakhand",0-5 Yrs,"['Student Counseling', 'Sales', 'Admissions', 'Telecalling', 'Calling', 'Education Counseling', 'Student Recruitment', 'Hiring']"
Education Cordinator required For Navneet Education Ltd- Vasai.,Navneet Education,"Vasai, Maharashtra",0-5 Yrs,"['Child Development', 'Coordination', 'Development', 'Education']"
Night Shift - Education Counsellor  For Noida,Henry Harvin Education,Noida,1-4 Yrs,"['Admission Counselling', 'Inside Sales', 'Education Counseling', 'Educational Sales', 'Sales', 'Negotiation', 'B2C Sales', 'Direct Sales']"
Education Counsellor  For Noida,Henry Harvin Education,Noida,1-4 Yrs,"['Admission Counselling', 'Inside Sales', 'Education Counseling', 'Educational Sales', 'Sales', 'Negotiation', 'B2C Sales', 'Direct Sales']"
Overseas Education Counselor,Kompass Immigration,"Mumbai, Maharashtra, Mumbai Suburban, Maharashtra",1-6 Yrs,"['Education Counseling', 'Overseas Education', 'Counselling', 'Admission Counselling', 'Student Counseling', 'Canada', 'Education', 'Immigration']"
Education Counselor,Mycitynagpur,Nagpur,2-5 Yrs,"['MSW', 'Education Counsellor', 'education counseling', 'counselling', 'education']"
Education Counselor,Indo European Educational Services,"Ludhiana, Patiala, Gurgaon, Chennai",3-8 Yrs,"['English', 'Email', 'Education', 'Internet research', 'Education Counsellor', 'Customer service', 'SEO', 'MS Office']"
Overseas Education Counselor,AIM Ladder,New Delhi,1-3 Yrs,"['Test preparation', 'Sales', 'Consultancy', 'Overseas education', 'Education Counsellor', 'Management', 'Advisory', 'Sales management']"
Education Counselors,Mycitypune,Pune,1-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Special Educator,Aga Khan Education Services,"Hyderabad, Telangana(Abids)",0-5 Yrs,"['Bed', 'Education', 'Child Development', 'Special education', 'Teaching', 'TGT', 'PGT', 'Development']"
Overseas Education Counselor,CONNECTING 2 WORK,Trivandrum/Thiruvananthapuram,1-5 Yrs,"['Malayalam', 'Student counseling', 'Relationship', 'Education Counsellor', 'Overseas education', 'Student Counsellor', 'Education', 'Education counseling']"
Business Development Associate,BYJUS,"Hyderabad, Telangana(Banjara hills), Chennai, Tamil Nadu(Nungambakkam), Bengaluru, Karnataka(Marathahalli)",0-5 Yrs,"['Communication Skills', 'Selling Skills', 'Convincing Power', 'Education Counseling', 'Counselling', 'Student Counseling', 'Educational Sales', 'Patience']"
Assistant/ Associate/ Professor in Education,Mandsaur University(MU),Mandsaur,4-9 Yrs,"['Professor Activities', 'Leadership', 'Teaching', 'Communication Skills', 'Management', 'Education', 'Assistance']"
Subject Expert (Biology) - Education Innovation,A Start up International School,"Jaipur, Rajasthan",8-13 Yrs,"['Biology', 'Teaching', 'Curriculum Development', 'Education', 'Innovation', 'Subject', 'Development']"
Subject Expert (Entrepreneurship) - Education Innovation,A Start up International School,"Jaipur, Rajasthan",8-13 Yrs,"['Innovation', 'Entrepreneurship', 'Teaching', 'Education', 'Subject']"
Subject Expert ( Environmental Sciences) - Education Innovation,A Startup International School,"Jaipur, Rajasthan",8-13 Yrs,"['renewable energy', 'Sustainability', 'environmental Science', 'Education', 'Innovation', 'Energy', 'Science', 'Subject']"
Subject Expert (Visual Arts) - Education Innovation,A startup International School,"Jaipur, Rajasthan",8-13 Yrs,"['ine arts', 'arts', 'commercial arts', 'Commercial', 'Visual Arts', 'Education', 'Subject', 'Art']"
Subject Expert (STEM) - Education Innovation,A Start up International School,"Jaipur, Rajasthan",8-13 Yrs,"['STEM', 'Education', 'Subject', 'Innovation']"
Physical Education Teacher - The Foundation School,The Foundation Educational Trust,Bangalore/Bengaluru(Marathahalli +23),2-7 Yrs,"['Physical Education', 'PT Teacher', 'PE Teacher', 'PE', 'Physical Training', 'B.Ped', 'sports teacher', 'Sports']"
Physical Education / Sports Teachers,Brahmavid The Global School,Raipur,3-8 Yrs,"['Training', 'SAN', 'Head Business Development', 'Interpersonal skills', 'Skill development', 'SMS', 'Inventory management', 'Infrastructure']"
Physical Education Teacher Sr. Sec@ Vibgyor High Electronic City,Vibgyor Group of Schools,Bangalore/Bengaluru(Electronic City +3),2-7 Yrs,"['B.P.Ed', 'Physical Education', 'M.P.Ed', 'Physical Education Teacher', 'Education', 'Electronics', 'Teaching', 'Physical']"
Special Education Teacher,Matrikiran School,"Manesar, Haryana",4-8 Yrs,"['Special Education', 'Education', 'Teaching']"
Physical Education Teacher - International School,Vishwa Vidyapeeth,Bangalore/Bengaluru(Yelahanka),3-5 Yrs,"['Teacher', 'PE Teacher', 'Physical Education', 'communciation skills', 'Physical Education Teacher', 'Teaching', 'PE', 'International']"
Physical Education Teacher,CP Group of Schools,"Farrukhabad, uttar pradesh",2-5 Yrs,"['Physical Education', 'sports', 'Education', 'Physical Training', 'teaching', 'Training', 'Physical']"
Physical Education Teacher (Female),Krishnamurti Foundation India,"Pune, Maharashtra(Rajgurunagar)",2-7 Yrs,"['Female Sports', 'Female Physical Education Teacher', 'Sports Teacher', 'Teaching', 'Physical', 'Sports', 'Education', 'Physical education']"
Assistant Professor Directorate of Online Education,SRM Institute Of Science  Technology,Chennai,3-8 Yrs,"['Analytical skills', 'Program Coordinator', 'LMS', 'Associate Professor', 'Assistant Associate', 'Assistant Professor', 'Teaching', 'Education']"
Education Consultant,The Calculus,Delhi,1-6 Yrs,"['Education Consultant', 'Education', 'Consulting']"
FACILITATORS (KG- Grade 7)Physical Education,The Charter School,Trivandrum,2-5 Yrs,"['physical education', 'Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory']"
Principal- Education,CT Group Of Institutions,Jalandhar,10-13 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Asst.Prof.-  Physical Education,CT Group Of Institutions,Jalandhar,3-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'mentoring', 'training']"
Asst.Prof.-  Education,CT Group Of Institutions,Jalandhar,3-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'mentoring', 'education']"
Education - Lecturer,Shobhit University,Meerut,3-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education - Assistant Professor,Shobhit University,Meerut,5-7 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education - Associate Professor,Shobhit University,Meerut,8-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education - Professor,Shobhit University,Meerut,10-13 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
"Physical Education Teacher, CBSE",TriGem Solutions,Motihari,1-3 Yrs,"['Physical education', 'Teaching', 'Education', 'Physical']"
Physical Education Teacher,Apeejay Shipping,"Bhubaneswar, Kolkata",5-8 Yrs,"['Time management', 'HR', 'Physical education', 'Teaching', 'Education', 'Time', 'Time Managements', 'Management']"
PHYSICAL EDUCATION INSTRUCTOR / SPORTS TEACHER,Apeejay Shipping,Bhubaneswar,4-6 Yrs,"['Time management', 'HR', 'Physical education', 'Education Instructor', 'Education', 'Hrsd', 'Time Managements', 'Management']"
Dean Education,Jayoti Vidyapeeth Womens University,Jaipur,8-12 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Professor Education,Jayoti Vidyapeeth Womens University,Jaipur,6-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Associate Professor Education,Jayoti Vidyapeeth Womens University,Jaipur,3-6 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Assistant Professor Education,Jayoti Vidyapeeth Womens University,Jaipur,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Physical Education Teacher at iTeach Schools,Iteach Schools,Pune,1-3 Yrs,"['SAN', 'Head Business Development', 'SMS', 'Vice Principal', 'Management', 'Physical education', 'School Principal', 'Teaching']"
Education- Assistant Professor,Avantika University,Ujjain,5-7 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education- Associate Professor,Avantika University,Ujjain,10-12 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education- Professor,Avantika University,Ujjain,15-17 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education Consultant,Digisec Technologies,Mumbai,1-4 Yrs,"['Training', 'Supervisor', 'Literature', 'Consulting', 'Packaging', 'Advisory', 'supervision', 'education']"
Special Education Teacher,Sharanya Narayani International School,Bengaluru,2-6 Yrs,"['Teaching', 'special education', 'education']"
SPECIAL EDUCATION TEACHER,Taurian World School,Ranchi,3-8 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Training', 'Counselling']"
Lecturer : Art Education,GMTTI,New Delhi,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Lecturer activities', 'Advisory']"
Lecturer : Art Education,GMTTI,New Delhi,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Lecturer activities', 'Advisory']"
Physical Education Teacher,Fountainhead School (FS),Surat,2-6 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Advisory', 'Counselling']"
Education Consultant,Opshore Talent Solutions,Ernakulam,2-6 Yrs,"['Cold calling', 'Outbound', 'Interpersonal skills', 'Excel', 'Internet research', 'IT skills', 'Customer service', 'Visa processing']"
Sports / Physical Education Teacher,Kid Shapers,Delhi,3-8 Yrs,"['Training', 'Interpersonal skills', 'Physical education', 'MS Office', 'Counselling', 'Teaching', 'Microsoft', 'Office']"
Education - Teaching Associate,AKS University,Satna,2-4 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education - Assistant Professor,AKS University,Satna,2-6 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education - Professor,AKS University,Satna,6-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education - Dean,AKS University,Satna,12-15 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'training', 'advisory']"
Physical Education Teacher,British School,New Delhi,5-10 Yrs,"['Training', 'Process training', 'Trademarks', 'Representative', 'Management', 'Physical education', 'Monitoring', 'Teaching']"
PHYSICAL EDUCATION TEACHER,Bhatnagar International School,Delhi,2-7 Yrs,"['Front desk', 'Physical education', 'Physical', 'Desk', 'Front', 'Teaching', 'Education']"
Physical Education Teacher,TriGem Solutions,Parbhani,2-3 Yrs,"['Physical education', 'Teaching', 'Education', 'Physical']"
Sports And Physical Education Teacher,Mycitypune,Pune,1-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'physical education']"
Physical & Health Education- Teacher,The Charter School,Kochi,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Physical Education Teacher,Chennai Public School,Chennai,3-8 Yrs,"['DTP', 'Public relations', 'Mechatronics', 'Front Office Executive', 'Chemistry', 'Office administration', 'Personality development', 'Physical education']"
Physical Education Teacher,Delhi School Of Excellence,New Delhi,2-4 Yrs,"['professor', 'education', 'lecturer', 'teaching', 'training', 'Lecturer activities', 'Physical', 'Physical education']"
Physical Education Teacher,DPS,"Surat, Surat",3-6 Yrs,"['Professor', 'Tutor', 'Teachers', 'Trainer', 'Physical Education', 'Lecturer', 'Teaching', 'Training']"
Teacher Community Education Coordinator,Sanfoundry,Bangalore/Bengaluru,1-6 Yrs,"['Education Coordinator', 'Intern', 'M&A', 'Mentor', 'Education', 'Mentoring', 'M', 'Teaching']"
Professor-  Physical Education,CT Group Of Institutions,Jalandhar,7-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Advisory', 'Counselling']"
Professor-  Education,CT Group Of Institutions,Jalandhar,7-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Education', 'Mentoring']"
Principal-  Education,CT Group Of Institutions,Jalandhar,3-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Counselling', 'Advisory']"
Associate Professor Physical Education,Teerthanker Mahaveer University (TMU),Moradabad,3-7 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'education', 'training']"
Professor Physical Education,Teerthanker Mahaveer University (TMU),Moradabad,6-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'mentoring', 'physical']"
Senior Physical Education Teacher,Sporthood,Bangalore/Bengaluru,3-5 Yrs,"['Senior Coach', 'Basic', 'Physical education', 'Monitoring', 'Teaching', 'Education', 'Coaching', 'Physical']"
Physical Education Teacher,Innovative Interiors,Rajkot,4-9 Yrs,"['Physical education', 'Teaching', 'Physical', 'Education']"
Special Education Teacher ( SET ),Vidyaniketan Public School,New Delhi,2-7 Yrs,"['Basic', 'Teaching', 'Testing', 'Software testing', 'Set', 'Education', 'Special Education']"
TGT Physical Education-,Lotus Valley International School Noida (LVISN),"Gurgaon/Gurugram, Gurgaon",2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'tgt']"
Physical Education Teacher-,G. D. Goenka,Muzaffarnagar,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Physical', 'Counselling']"
Physical Education- Associate Professor,Bhagwant University,Ajmer,4-7 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'physical education']"
Physical Education- Professor,Bhagwant University,Ajmer,10-12 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'physical education']"
Education- Professor,PDM University,Bahadurgarh,7-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education- Assistant Professor,Maharshi Dayanand University (MDU),Jaipur,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Training', 'Mentoring']"
Education- Associate Professor,Maharshi Dayanand University (MDU),Jaipur,4-6 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Training', 'Advisory']"
Education- Professor,Maharshi Dayanand University (MDU),Jaipur,7-10 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Education', 'Mentoring']"
Education- Dean,AKS University,Satna,15-17 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education- Teaching Associate,AKS University,Satna,2-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education- Assistant Professor,AKS University,Satna,3-5 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'advisory', 'mentoring']"
Education- Associate Professor,AKS University,Satna,4-7 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'training', 'advisory']"
Education- Professor,AKS University,Satna,10-13 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'education', 'training']"
Education- Associate Professor,Maharshi Dayanand University (MDU),Jaipur,4-7 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Training', 'Education']"
Education- Professor,Maharshi Dayanand University (MDU),Jaipur,8-11 Yrs,"['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching', 'Education', 'Advisory']"
Business Development Associate,Byjus,"Hyderabad/ Secunderabad, Telangana(Banjara hills), Chennai, Tamil Nadu(Nungambakkam), Bangalore/ Bengaluru, Karnataka(Marathahalli)",0-0 Yrs,"['Inside Sales', 'Edtech', 'Educational Sales', 'Sales', 'B2C Sales', 'Sales Development', 'Business development', 'Development']"
Education Admission Councilor,S. R. Prime Solutions,Aurangabad,2-5 Yrs,"['Education Admission Councilors', 'admissions', 'education']"
Teacher Special Education,Aditya  Group of Schools,Barasat,1-5 Yrs,"['Content management', 'Management systems', 'Conceptualization', 'Testing', 'Software testing', 'Management', 'System', 'Teaching']"
Sport and Outdoor Education Teacher,Connecting 2 Work,Agartala,2-6 Yrs,"['Consultancy', 'Monitoring', 'Teaching', 'Education', 'Sports']"
