Job_Title,Company_name,Job_skills,Job_location,Company_Experience
Manager Accounts and Finance - Pharma /Clinical Research -CA - Gujarat,Client of Hector & Streak,"['Accounts Finalisation', 'Sap Hana', 'Financial Reporting', 'Financial Statement', 'Financial Accounting', 'Accounts Closing', 'Balance Sheet Finalisation', 'Balance Sheet Preparation']","Valsad, Ahmedabad",0-5 Yrs
Manager / Sr. Manager -Business Development (APIs -Pharma),Rakshit Group Of Companies,"['International Sales', 'Business Development And Marketing', 'Bulk Drugs', 'Domestic Sales', 'Domestic Marketing', 'International Marketing', 'Business development management', 'Management']",Hyderabad,10-15 Yrs
Business Development Executive-Pharma Sales,Narang Biotec,"['Pharmaceutical Sales', 'Pharma Selling', 'Neurology', 'Medical Rep', 'Medical Sales', 'MR', 'Critical Care', 'Oncology']",Remote,2-6 Yrs
Hiring Global BD Manager / Head_Formulation in Pharma Company,Leading Pharmaceutical Manufacturing Company,"['Pharma', 'formulation', 'Business Developement', 'BD', 'Europe', 'FDF', 'finished', 'Insulin']",Hyderabad/Secunderabad,10-20 Yrs
Branch Sales Manager - Business Banking,Kotak Mahindra Bank,"['Trade Sales', 'Casa Sales', 'BSM', 'Branch Sales Manager', 'Current Account', 'Management', 'Current', 'Branch management']",Hyderabad(Abids +1),3-6 Yrs
Medical Sales Representative,Bhawsar Chemicals pvt ltd,"['Otc Sales', 'visiting medical stores', 'Pharma Marketing', 'Pharmaceutical Sales', 'Pharma Selling', 'Pharmacy', 'ayurvedic otc sales', 'Medical']","Bharuch, Gujarat, Vapi, Gujarat, Surat, Gujarat",1-6 Yrs
Medical Sales Representative,MNC PHARMA COMPANY,"['Pharmaceutical Sales', 'Pharma Selling', 'Healthcare Sales', 'Medical Rep', 'MR', 'Medical Sales', 'Sales', 'Pharmaceutical']","Udaipur, Rajasthan, Banswara, Rajasthan, Ajmer, Rajasthan",1-6 Yrs
Pharmacist,Sunrise Pharma Equipment,"['Pharmacy', 'Pharmaceutical']","Chavakkad, Kerala",0-5 Yrs
Banking Job - Sales Officer / Assistant Manager,Tekpillar,"['Sales', 'Loans', 'Bank', 'BFSI', 'Durables', 'Credit Cards', 'Marketing', 'Merchantman']","Kota, Rajasthan, Udaipur, Rajasthan, Sriganganagar, Rajasthan",0-4 Yrs
Medical coder,Blubell Pharma,"['Organic chemistry', 'Nursing', 'Microbiology', 'Pharma', 'Pharmacy', 'Zoology', 'GNM', 'Botany']",Sonipat/Sonepat,0-3 Yrs
Medical cum Sales Executive,Aidnix Solution Llp,"['Selling Skills', 'Medical Marketing', 'Pharma Marketing', 'Sales Executive Activities', 'Pharmaceutical Sales', 'Target Achievement', 'Negotiation', 'Convincing Power']","Jaipur, Rajasthan",0-5 Yrs
"HR Executive - Pharma Recruitment Firm - Mulund, Mumbai.",Reputed Pharma Company.,"['recruitment', 'Hr Fresher', 'Hiring', 'hr', 'Pharmaceutical', 'Hrsd']",Mumbai (All Areas),0-1 Yrs
Customer Support Representative,Naples Consulting India,"['Communication Skills', 'Time Managements', 'Outbound Calling', 'Outbound Process', 'Process', 'Outbound', 'Time management', 'Time']",,
IT Sales Executive/Inside sales executive,Mythri Techno Solutions,"['Communication Skills', 'Presentation Skills', 'Team Skills', 'Leadership Skills', 'Sales', 'Inside sales', 'Presentation', 'Leadership']",Hyderabad(Sri Nagar Colony),0-4 Yrs
Tele sales/Inside sales Executives,Prolific Hr Consultants India Ltd,"['Inbound Sales', 'Outbound Sales', 'Telecalling', 'Cold Calling', 'Hindi', 'Edtech', 'Telesales', 'Phone Banking']","Hyderabad(Gachibowli +1), Bengaluru",0-4 Yrs
Sales Representative I/Sales Executive - EMID,Medtronic,"['Interpersonal skills', 'Surgical', 'Sales', 'Healthcare', 'Account management', 'CME', 'Sales Executive', 'Key account management']",Bhubaneswar,0-2 Yrs
Area Business Manager,Abbott,"['Senior management', 'Pharma', 'Finance', 'Packaging', 'Market research', 'Operations', 'Salesforce', 'Business management']",Chennai,0-2 Yrs
Manager Medical Education,Abbott,"['Data analysis', 'Due diligence', 'Excel', 'Contract management', 'Pharmacy', 'Pharma', 'CME', 'Management']",Mumbai,3-6 Yrs
Medical Representative,Macrijo Pharma,"['Health insurance', 'Sales', 'Healthcare', 'Medical Representative', 'Insurance', 'Medical', 'Health']",Mumbai,0-2 Yrs
Regulatory Affairs - Executive - Pharma API,Auro Laboratories,"['Drug Regulatory Affairs', 'Spoken English', 'Writing Skills', 'Regulatory Affairs', 'Computer Proficiency', 'Pharmaceutical', 'Writing', 'Drug']",Mumbai (All Areas),5-10 Yrs
Finance Manager,NEO Institute Of Medical Sciences And Technology Limited,"['accounting', 'problem - solving', 'financial concepts', 'Tally', 'TDS', 'Tally ERP', 'Financial Accounting', 'Accounts Finalisation']","Hyderabad/ Secunderabad, Telangana(Somajiguda)",5-8 Yrs
"Chemist - Pharma (Production, QA & QC)",Akesiss Pharma,"['Pharma production process knowlege', 'Compression', 'Granulation', 'GMP', 'Coating', 'Pharmaceutical', 'Quality assurance', 'Process']","Chalakudy, Kerala, Thrissur, Kerala",0-4 Yrs
Trainee/Executive/Senior Executive - Packaging & Development,Aurobindo Pharma,"['Packaging development', 'Artwork', 'Packaging Technology', 'Technology', 'Training', 'Development', 'Packaging', 'Senior']","Hyderabad, Telangana(Bachupally)",0-5 Yrs
Probationary Officer,Muthoot Finance,"['Sales', 'Marking']","Hyderabad, Telangana(Kamala Nagar +6)",0-0 Yrs
Therapy Business Manager,Abbott,"['Pharma', 'Finance', 'Packaging', 'Market research', 'Operations', 'Salesforce', 'Pharmaceutical', 'Management']",Mumbai,1-5 Yrs
Therapy Business Manager,Abbott,"['Pharma', 'Finance', 'Packaging', 'Operations', 'Salesforce', 'Pharmaceutical', 'Management', 'Therapy']",Mumbai,1-5 Yrs
Business Development Executive / Team Lead /Sales Manager -Real Estate,360 Realtors,"['Sales', 'Real Estate', 'Channel Sales', 'Business Development', 'Real Estate Sales', 'Communication Skills', 'English', 'Field Sales']",,
Credit Card Executive,Randstad,"['Good Comm Skills', 'Credit', 'Comm Skills', 'Credit cards', 'Cards', 'Comm']","Hyderabad, Telangana(Nacharam +7)",0-1 Yrs
Medical Sales Representative,Shapecrunch Technology,"['Pharma Selling', 'Medical Sales', 'Sales', 'Sales And Marketing', 'Pharma', 'Hospital Sales', 'Pharma Marketing', 'Pharmaceutical Sales']",Delhi / NCR(Hauz Khas),2-5 Yrs
Junior Officer / Officer - Pharmacy,Kokilaben Dhirubhai Ambani Hospital,"['Translation', 'Pharma', 'Pharmacy', 'pharmaceutical']",Mumbai,0-5 Yrs
Patent Analyst/ Pharmacology/ Pharma Patent Researcher,Pravija Highbrow Ip Services,"['Patents', 'Rnd', 'Patent Research', 'Pharmaceutical', 'Life Sciences', 'Patent Analysis', 'Patent Drafting', 'FTO']","Bengaluru, Delhi / NCR, Mumbai (All Areas)",0-3 Yrs
Professional Sales Manager,Naos Skin Care India,"['Pharma Selling', 'Negotiation', 'Dermatology', 'Pharma Marketing', 'Pharmaceutical Sales', 'Medical Sales', 'MR', 'Skin Care']","Visakhapatnam, Andhra Pradesh, Hyderabad, Telangana, Chennai, Tamil Nadu",0-2 Yrs
Sales Representative II-EMID,Medtronic,"['Surgical', 'Sales', 'Sales Representative', 'Healthcare', 'Account management', 'CME', 'Key account management', 'CRM']","Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru",0-2 Yrs
Export / International Business @ Pharma Manager/ Sr Executive,Veko Care,"['pharmaceutical', 'Veterinary Medicine', 'International Business', 'Export Marketing', 'business generation', 'Foreign Trade', 'B2B Sales', 'sales']",Pune(Shivaji Nagar),9-14 Yrs
Business Development Manager/ Sales Manager/ Sales Executive,Capricorn Logistics,"['Freight Forwarding', 'freight sales', 'ocean freight', 'air freight', 'sea freight', 'Freight', 'Forwarding', 'Sales']","Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-8 Yrs
Regulatory Affairs Sr.Executive /Asst Manager API - Pharma Co. - Mumba,Pharmaceutical job,"['Regulatory Affairs', 'Europe', 'US Market', 'Regulatory', 'Pharmaceutical', 'Co', 'Assistance', 'API']",Mumbai (All Areas),4-8 Yrs
Business Development Representative,United Language Group,"['parking', 'Usage', 'After sales service', 'Marketing campaigns', 'Corporate', 'Business Development Representative', 'Campaigns', 'Development']","Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram",0-3 Yrs
Business Development Executive/Sales,Beam Innovate,"['sales', 'BDE', 'Business development', 'sales executive', 'GEM portal', 'Sales executive activities', 'Gems', 'Development']",Mumbai,0-2 Yrs
Business Development Executive/Sales,Beam Innovate,"['Sales', 'Online marketing Equipment Trading', 'Business Development', 'GEM portal', 'Online marketing', 'Development', 'Trading', 'Equipment']",Mumbai,0-2 Yrs
Corporate Sales Executives,Deesawala Rubber Industries,"['BBA FRESHERS', 'Lead Generation', 'Sales And Marketing', 'Mail Drafting', 'Field Marketing', 'Building Construction', 'Mba Marketing', 'Business Development']",Hyderabad(Raniganj),0-3 Yrs
Inside Sales Executive,Pranathi Software Services,"['B2B', 'Excellent Communication In English', 'Cold Calling', 'Sales Lead Generation', 'Voice Process', 'Telesales', 'Inside Sales', 'Lead generation']","Hyderabad, Telangana(Begumpet)",0-3 Yrs
Telemarketing Sales Executive,Dhruvanth Solutions,"['Good Communication In English', 'Telugu', 'English', 'B2C Sales', 'Telesales', 'Bpo Voice', 'Telecalling', 'Hindi Speaking']","Karimnagar, Telangana, Vijayawada, Andhra Pradesh, Hyderabad/ Secunderabad, Telangana(Ameerpet)",0-1 Yrs
Customer Care Representative,Tricolour Manpower Solutions Llp,"['BPO', 'Good English Communication', 'Customer Service', 'Customer Care', 'Cce', 'Voice', 'Communication skills', 'English']",Hyderabad(Begumpet +3),0-0 Yrs
Hiring For pharma covigilancce Role / 23 ctc,Trigent Software,"['b pharma', 'm pharma', 'Pharm D', 'Mpharm', 'Pharmacovigilance', 'Hiring', 'M', 'Pharmacy']",Chennai,0-0 Yrs
Business Development Representative [Cross Market],Locad,"['Outbound', 'Lead generation', 'Interpersonal skills', 'Sales', 'Executive', 'Email marketing', 'Analytical', 'Social media']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Showroom Sales Executive,Jobs Territory,"['Furniture Sales', 'Retail', 'Jewellery', 'Retail Sales', 'Inside Sales', 'Showroom Sales', 'Showroom', 'Furniture']","Hyderabad, Telangana(A.S Rao Nagar +8)",0-5 Yrs
Business Development Representative,United Language Group,"['Lead generation', 'Sales Representative', 'Outbound sales', 'Business Development Representative', 'Program Director', 'Program', 'Development', 'Business development']","Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram",0-3 Yrs
Tele Sales Executive,Companieshouse Llp,"['BPO Sales', 'Tele Sales', 'Outbound Sales', 'Financial Services Sales', 'Domestic Sales', 'Inbound Sales', 'Calling', 'Inside Sales']",Hyderabad/Secunderabad(Narayanguda),0-1 Yrs
Business Development Executive (Field Sales) - Hunting POD,Apna Recruiter,"['Cold calling', 'Product launch', 'Lead generation', 'Field sales', 'SMB', 'Business Development Executive', 'HR', 'FMCG']",Hyderabad/Secunderabad,0-1 Yrs
Retail Sales Officer  - Luxury Brands,Onjob Group,"['Retail Sales', 'Luxury Sales', 'Jewellery', 'customer service', 'Counter Sales', 'Watches', 'Showroom Sales', 'Jewelry']","Hyderabad, Telangana(Indira Nagar +2), Chennai, Tamil Nadu(Nungambakkam), Bengaluru, Karnataka(HSR Layout +3)",0-5 Yrs
Sales Manager - Pharma Packaging Machinery,Talent Corner Hr Services,"['pharma machinary', 'pharma packaging', 'Sales And Business Development', 'Sales Engineering', 'Industrial Sales', 'Pharmaceutical Packaging', 'Packaging Machines', 'Business Development']","Hyderabad, Telangana",10-12 Yrs
Medical Representative - Delhi NCR,Panacea Biotec,"['Pharma Selling', 'MR', 'medical representative', 'Pharmaceutical Sales', 'Sales', 'Medical', 'Pharmaceutical', 'Ncr']",Remote,1-5 Yrs
Pharma Sales Officer / Business Development,Pillcraft,"['Communication Skills', 'Orthopedic', 'Business Development', 'B2B Sales', 'Pharmaceutical Sales', 'Pharma Selling', 'Excel', 'Territory Sales Management']","Ahmedabad, Surat, Gujarat, Vadodara, Gujarat",2-7 Yrs
"Medical Coder Jobs For Bpharm,mpharm/pharmacy/Physiotherapy/BPT/MPT Fr",AS Medical Coding Tech,"['Pharmacist', 'Biotechnology', 'm.pharm', 'Microbiology', 'BPT', 'Biochemistry', 'Biology', 'Medical Coder']","Chidambaram, Chennai, Coimbatore",0-3 Yrs
We have urgent vacancy in TSD at Lee Pharma Ltd- MALE,Lee Pharma,"['PSD', 'TSD', 'Pharmaceutical']","Hyderabad/ Secunderabad, Telangana",0-5 Yrs
Territory Manager,Wockhardt,"['MR', 'Pharmaceutical Sales', 'Critical Care', 'pharma s', 'medical representatives', 'Sales', 'Pharmaceutical', 'Territory']","Vijayawada, Andhra Pradesh, Hyderabad, Telangana, Bangalore Rural, Karnataka",0-3 Yrs
Medical Coding Job For Lifescience & Paramedical freshers,Achievers Spot,"['biotechnology', 'Life Sciences', 'medical coder', 'lifescience', 'microbiology', 'm.pharm', 'pharmacist', 'botany']","Madurai, Chennai, Tiruchirapalli/Trichy",0-3 Yrs
"Medical Coding Job(fresher Ug/pg) Pharm,lifescience,Be(biotech&biomedi",Achievers Spot,"['biotechnology', 'medical coding freshers jobs', 'medical coder freshers jobs', 'medical coding', 'pharm', 'medical coding intern', 'medical coding executive', 'b tech biotech']","Madurai, Hyderabad/Secunderabad, Chennai",0-4 Yrs
Client Service Executive - Medical Coding,Riveredge Analytics,"['Claims', 'Coding', 'Medical coding', 'Billing', 'HIPAA', 'CMS', 'medical records', 'MS Office']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Production Executive ( API - Pharma Only ),Locusera Solutions,"['Audits', 'BSc', 'Production', 'BPharma', 'reactors', 'MSC', 'Pharmacy', 'Executive Production']",Hyderabad/Secunderabad,3-6 Yrs
Regional Sales Manager,Geomedics Pharma,"['Medical devices', 'Interpersonal skills', 'Team management', 'PDF', 'Dermatology', 'Pharma', 'Pharmacy', 'Practice Management']","Mumbai, Hyderabad/Secunderabad, New Delhi, Bangalore/Bengaluru",3-5 Yrs
Business Development Executive,Dailyrounds,"['Video Editor', 'Healthcare', 'AWS', 'Android', 'Business development', 'Video editing', 'Editing', 'Video']","Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",0-3 Yrs
Customer Service Executive,Tata AIG General Insurance Company,"['Voice Process', 'Customer Service', 'Solving Queries', 'Customer Handling', 'Voice Support', 'Voice', 'Process', 'Handling']",,
Jr. Sales Development Representative,Freshprints,"['Customer acquisition', 'Sales strategy', 'Sales', 'Sales development', 'Analytical', 'Outbound sales', 'Sales Development Representative', 'Saving']",Hyderabad/Secunderabad,0-2 Yrs
Medical Sales Representative,Vemsa Biotech,"['Pharma Selling', 'Biotechnology', 'Medical Sales', 'Pharma Marketing', 'Pharmaceutical Sales', 'Pharmacy', 'Medical', 'Marketing']","Bangalore Rural, Karnataka",1-4 Yrs
Territory Business Manager,Abbott,"['Analytical skills', 'Stakeholder Engagement', 'Medical devices', 'Pharma', 'Healthcare', 'Market research', 'CME', 'Auditing']",Hyderabad/Secunderabad,2-6 Yrs
Business Executive / Sales Representatives,Premier Lpg,"['Sales Representative', 'Business Development Executive', 'Sales Executive', 'Business Executive', 'Development', 'Sales', 'Sales executive activities', 'Business development']",Delhi,0-3 Yrs
Business Development Executive,Hearing Solutions,"['Marketing Activities', 'Business Development', 'cumpes', 'Product Promotion', 'Health Care Services', 'Promotions', 'Client Relationship Management', 'Doctor Activities']",Chennai,0-1 Yrs
Casa Sales Officer / Field officer,Tricolour Manpower Solutions Llp,"['graduation', 'Field Sales', 'bike mandatory', 'driving liciense', 'Saving Account', 'Account Opening', 'Casa Sales', 'Current Account']","Hyderabad, Telangana(Banjara hills)",0-0 Yrs
Banking Job - Sales Officer / Assistant Manager,India's Banking Domain,"['Sales', 'Loans', 'Bank', 'BFSI', 'Durables', 'Credit Cards', 'Marketing', 'Merchantman']","Valsad, Gujarat, Surat, Gujarat, Vadodara, Gujarat",0-4 Yrs
Bank Job For Fresher - Sales Officer / Assistant Manager,India's Leading Bank,"['Sales', 'Loans', 'Bank', 'BFSI', 'FMCG', 'Durables', 'Credit Cards', 'Marketing']","Noida, Uttar Pradesh, Gurugram, Haryana, Delhi / NCR",0-5 Yrs
Banking Sales Officer / Assistant Manager,India's Leading Bank,"['Sales', 'MBA fresher', 'Bank', 'BFSI', 'Channel Sales', 'FMCG', 'Durables', 'Credit Cards']","Bharuch, Gujarat, Surat, Gujarat, Vadodara, Gujarat",0-5 Yrs
Banking Jobs - Branch Sales Officer / Assistant Manager,Tekpillar,"['Sales', 'Bank', 'Medical Sales', 'FMCD', 'Product', 'FMCG', 'Credit Cards', 'Durables']","Kota, Rajasthan, Udaipur, Rajasthan, Jaipur, Rajasthan",0-5 Yrs
Banking Jobs - Sales Officer / Assistant Manager,Tekpillar,"['Sales', 'Bank', 'Medical Sales', 'FMCD', 'Product', 'FMCG', 'Credit Cards', 'Durables']","Noida, Uttar Pradesh, Ghaziabad, Uttar Pradesh, New Delhi, Delhi, Faridabad, Haryana, Gurugram, Haryana, Delhi / NCR",0-5 Yrs
